Ano,RA,Ano ingresso,Fase_num,Fase_label,Idade,Gênero,Instituição de ensino,Pedra,INDE,IAA,IEG,IPS,IPP,IDA,Mat,Por,Ing,IPV,IAN,Defasagem,Faixa_defasagem
2022,RA-1,2016,7,Fase 7,19,Feminino,Escola Pública,QUARTZO,5.783,8.3,4.1,5.6,8.174000000000001,4.0,2.7,3.5,6.0,7.278,5.0,-1,Moderada
2022,RA-2,2017,7,Fase 7,17,Feminino,Rede Decisão,AMETISTA,7.055,8.8,5.2,6.3,7.893999999999997,6.8,6.3,4.5,9.7,6.778,10.0,0,Em fase
2022,RA-3,2016,7,Fase 7,17,Feminino,Rede Decisão,AGATA,6.591,0.0,7.9,5.6,8.197999999999999,5.6,5.8,4.0,6.9,7.556,10.0,0,Em fase
2022,RA-4,2017,7,Fase 7,17,Masculino,Rede Decisão,QUARTZO,5.951,8.8,4.5,5.6,5.553999999999997,5.0,2.8,3.5,8.7,5.278,10.0,0,Em fase
2022,RA-5,2016,7,Fase 7,17,Feminino,Rede Decisão,AMETISTA,7.427,7.9,8.6,5.6,8.392,5.2,7.0,2.9,5.7,7.389,10.0,0,Em fase
2022,RA-6,2021,7,Fase 7,18,Feminino,Escola Pública,QUARTZO,5.848,7.9,4.5,7.5,8.035999999999994,3.3,2.3,5.3,2.3,7.222,5.0,-1,Moderada
2022,RA-7,2017,7,Fase 7,18,Masculino,Rede Decisão,AGATA,6.818,0.0,8.4,7.5,8.345999999999991,7.6,8.2,5.7,9.0,7.667,5.0,-1,Moderada
2022,RA-8,2018,7,Fase 7,20,Feminino,Escola Pública,QUARTZO,4.786,7.1,4.6,6.3,4.5039999999999925,1.6,1.2,0.7,2.9,6.278,5.0,-1,Moderada
2022,RA-9,2019,7,Fase 7,18,Feminino,Escola Pública,TOPAZIO,8.109,8.8,9.5,7.5,8.389999999999995,6.7,5.5,6.0,8.7,9.5,5.0,-1,Moderada
2022,RA-10,2021,7,Fase 7,18,Feminino,Escola Pública,QUARTZO,5.784,8.3,5.2,5.0,6.827999999999994,4.1,3.3,2.6,6.4,7.056,5.0,-1,Moderada
2022,RA-11,2016,7,Fase 7,18,Feminino,Escola Pública,QUARTZO,5.323,9.2,4.2,5.0,6.852,3.0,1.8,2.5,4.5,6.389,5.0,-1,Moderada
2022,RA-12,2020,7,Fase 7,17,Feminino,Escola Pública,QUARTZO,4.832,0.0,4.0,6.9,7.641999999999998,1.5,2.7,1.1,0.7,6.389,10.0,0,Em fase
2022,RA-13,2016,7,Fase 7,18,Masculino,Escola Pública,AGATA,6.902,7.9,7.4,7.5,8.308,4.7,3.5,5.5,5.2,8.056,5.0,-1,Moderada
2022,RA-14,2022,7,Fase 7,21,Masculino,Escola Pública,AGATA,6.793,7.9,8.3,7.5,7.430000000000003,4.0,8.0,0.0,,7.75,5.0,-1,Moderada
2022,RA-15,2022,7,Fase 7,18,Masculino,Escola Pública,AMETISTA,7.783,8.8,10.0,7.5,7.346000000000004,7.3,8.0,6.5,,7.292,5.0,-1,Moderada
2022,RA-16,2022,7,Fase 7,19,Masculino,Escola Pública,AGATA,6.112,7.9,8.3,5.0,6.9539999999999935,3.5,7.0,0.0,,6.333,5.0,-1,Moderada
2022,RA-17,2022,7,Fase 7,20,Masculino,Escola Pública,TOPAZIO,8.068,8.8,10.0,7.5,7.195999999999989,7.8,9.0,6.5,,8.292,5.0,-1,Moderada
2022,RA-18,2022,7,Fase 7,19,Masculino,Escola Pública,AMETISTA,7.226,6.3,8.7,6.3,5.510000000000002,9.0,9.0,9.0,,6.875,5.0,-1,Moderada
2022,RA-19,2022,7,Fase 7,19,Feminino,Escola Pública,AMETISTA,7.665,7.9,9.5,7.5,7.2499999999999964,8.0,7.0,9.0,,7.0,5.0,-1,Moderada
2022,RA-20,2022,7,Fase 7,19,Feminino,Escola Pública,AMETISTA,7.535,7.1,10.0,6.3,7.016,7.8,9.0,6.5,,7.167,5.0,-1,Moderada
2022,RA-21,2022,7,Fase 7,18,Masculino,Escola Pública,AGATA,6.945,9.6,9.2,7.5,6.850000000000005,3.8,7.0,0.5,,7.25,5.0,-1,Moderada
2022,RA-22,2019,6,Fase 6,17,Feminino,Rede Decisão,AMETISTA,7.474,8.3,7.4,8.1,7.4739999999999895,6.7,9.0,3.1,7.8,8.833,5.0,-1,Moderada
2022,RA-23,2021,6,Fase 6,17,Masculino,Escola Pública,AMETISTA,7.677,8.3,8.2,8.1,8.457999999999988,6.7,7.2,4.7,8.2,8.556,5.0,-1,Moderada
2022,RA-24,2021,6,Fase 6,17,Feminino,Rede Decisão,TOPAZIO,8.087,9.2,7.9,6.9,8.547999999999991,8.6,10.0,6.3,9.7,9.111,5.0,-1,Moderada
2022,RA-25,2021,6,Fase 6,17,Feminino,Escola Pública,AMETISTA,7.979,8.3,8.3,8.8,7.956000000000003,6.9,9.2,3.8,7.7,9.667,5.0,-1,Moderada
2022,RA-26,2022,6,Fase 6,17,Masculino,Escola Pública,TOPAZIO,8.677,9.6,8.8,10.0,8.569999999999993,8.0,9.5,4.4,10.0,10.0,5.0,-1,Moderada
2022,RA-27,2016,6,Fase 6,17,Masculino,Rede Decisão,AMETISTA,7.124,0.0,7.6,8.1,8.717999999999995,8.0,7.7,6.3,10.0,9.111,5.0,-1,Moderada
2022,RA-28,2019,6,Fase 6,17,Feminino,Escola Pública,AGATA,6.242,7.9,6.1,7.5,7.153999999999998,5.0,8.2,1.5,5.3,6.333,5.0,-1,Moderada
2022,RA-29,2022,6,Fase 6,17,Masculino,Escola Pública,QUARTZO,4.985,0.0,4.0,8.8,5.428000000000006,3.7,6.3,1.1,3.8,7.611,5.0,-1,Moderada
2022,RA-30,2021,6,Fase 6,16,Feminino,Escola Pública,AMETISTA,7.605,8.8,6.4,7.5,7.284000000000006,7.5,8.5,4.4,9.7,7.333,10.0,0,Em fase
2022,RA-31,2019,6,Fase 6,17,Feminino,Rede Decisão,TOPAZIO,8.843,10.0,9.5,9.4,9.029999999999996,8.0,9.0,5.7,9.3,10.0,5.0,-1,Moderada
2022,RA-32,2018,6,Fase 6,16,Feminino,Rede Decisão,AMETISTA,7.37,8.8,5.2,8.8,7.612000000000005,6.1,5.7,3.6,8.9,7.944,10.0,0,Em fase
2022,RA-33,2020,6,Fase 6,17,Feminino,Escola Pública,QUARTZO,4.952,0.0,4.6,7.5,6.219999999999999,4.8,9.0,1.6,3.7,6.0,5.0,-1,Moderada
2022,RA-34,2016,6,Fase 6,17,Masculino,Rede Decisão,AGATA,6.259,9.6,4.8,8.1,8.134000000000006,3.8,4.7,4.0,2.8,7.278,5.0,-1,Moderada
2022,RA-35,2019,6,Fase 6,17,Feminino,Rede Decisão,TOPAZIO,8.965,10.0,9.6,9.4,9.049999999999994,8.5,9.0,7.1,9.3,10.0,5.0,-1,Moderada
2022,RA-36,2019,6,Fase 6,17,Feminino,Rede Decisão,AMETISTA,7.876,9.2,9.0,6.9,8.171999999999997,6.8,8.5,4.3,7.8,8.944,5.0,-1,Moderada
2022,RA-37,2019,6,Fase 6,17,Feminino,Rede Decisão,QUARTZO,4.95,0.0,5.4,5.0,6.4559999999999995,5.9,2.3,5.3,10.0,5.222,5.0,-1,Moderada
2022,RA-38,2017,6,Fase 6,17,Feminino,Rede Decisão,TOPAZIO,8.523,9.2,8.9,7.5,8.864,8.6,9.0,7.0,9.7,9.833,5.0,-1,Moderada
2022,RA-39,2017,6,Fase 6,16,Feminino,Rede Decisão,AGATA,6.033,0.0,4.8,6.9,7.808000000000002,6.9,7.7,5.1,7.8,6.111,10.0,0,Em fase
2022,RA-40,2016,5,Fase 5,16,Feminino,Rede Decisão,AMETISTA,7.203,7.9,7.8,7.5,6.930000000000005,6.8,4.7,7.3,8.4,7.75,5.0,-1,Moderada
2022,RA-41,2018,5,Fase 5,17,Masculino,Escola Pública,QUARTZO,5.581,9.2,6.1,5.0,4.460000000000006,5.6,6.3,2.5,8.0,4.375,5.0,-2,Moderada
2022,RA-42,2019,5,Fase 5,15,Masculino,Rede Decisão,AGATA,6.72,8.3,7.9,5.6,5.7340000000000035,4.8,3.7,4.5,6.2,6.083,10.0,0,Em fase
2022,RA-43,2019,5,Fase 5,16,Feminino,Escola Pública,QUARTZO,5.486,6.3,6.5,5.6,4.443999999999999,4.3,4.0,5.8,3.2,5.958,5.0,-1,Moderada
2022,RA-44,2021,5,Fase 5,17,Feminino,Escola Pública,QUARTZO,5.542,5.0,5.9,7.5,5.535999999999994,3.0,2.3,3.5,3.2,7.292,5.0,-2,Moderada
2022,RA-45,2019,5,Fase 5,15,Feminino,Rede Decisão,AMETISTA,7.591,7.9,8.9,5.6,6.176000000000004,6.8,6.3,5.2,8.8,7.417,10.0,0,Em fase
2022,RA-46,2022,5,Fase 5,17,Feminino,Escola Pública,AGATA,6.048,8.8,8.4,6.3,5.213999999999999,2.1,2.8,2.8,0.7,7.083,5.0,-2,Moderada
2022,RA-47,2022,5,Fase 5,17,Feminino,Escola Pública,QUARTZO,5.677,7.9,6.3,7.5,5.485999999999995,2.1,2.5,2.2,1.5,7.042,5.0,-2,Moderada
2022,RA-48,2017,5,Fase 5,15,Feminino,Rede Decisão,AMETISTA,8.006,6.7,8.4,7.5,5.859999999999994,8.1,6.7,8.0,9.5,8.5,10.0,0,Em fase
2022,RA-49,2022,5,Fase 5,17,Feminino,Escola Pública,AGATA,6.304,7.5,7.4,7.5,6.356000000000002,3.9,1.5,4.2,6.2,7.042,5.0,-2,Moderada
2022,RA-50,2022,5,Fase 5,18,Feminino,Escola Pública,AMETISTA,7.138,7.5,8.4,7.5,6.395999999999997,7.8,6.5,7.3,9.7,7.542,2.5,-3,Severa
2022,RA-51,2022,5,Fase 5,17,Feminino,Escola Pública,AGATA,6.488,8.8,7.6,7.5,5.380000000000003,5.0,4.5,4.5,6.0,6.5,5.0,-2,Moderada
2022,RA-52,2018,5,Fase 5,13,Masculino,Rede Decisão,AMETISTA,7.861,9.6,8.9,7.5,6.309999999999993,6.2,3.3,6.3,8.8,7.5,10.0,2,Em fase
2022,RA-53,2022,5,Fase 5,17,Masculino,Escola Pública,AGATA,6.725,9.2,7.0,7.5,4.6339999999999915,7.0,6.0,8.0,,6.458,5.0,-2,Moderada
2022,RA-54,2022,5,Fase 5,16,Feminino,Escola Pública,AGATA,6.058,7.9,6.9,7.5,4.529999999999994,4.8,3.0,6.5,,6.125,5.0,-1,Moderada
2022,RA-55,2017,5,Fase 5,16,Feminino,Escola Pública,AGATA,6.576,7.1,7.6,5.6,4.859999999999998,7.5,6.7,7.8,7.9,6.5,5.0,-1,Moderada
2022,RA-56,2019,5,Fase 5,15,Feminino,Rede Decisão,TOPAZIO,8.404,10.0,10.0,7.5,6.039999999999992,7.0,4.5,6.5,10.0,8.25,10.0,0,Em fase
2022,RA-57,2017,5,Fase 5,16,Masculino,Rede Decisão,AMETISTA,7.305,7.1,8.1,5.6,6.600000000000001,8.4,9.0,7.0,9.3,7.875,5.0,-1,Moderada
2022,RA-58,2017,5,Fase 5,15,Masculino,Rede Decisão,TOPAZIO,8.136,9.6,9.2,6.3,6.409999999999991,7.2,4.5,8.0,9.0,8.125,10.0,0,Em fase
2022,RA-59,2022,5,Fase 5,17,Masculino,Escola Pública,AMETISTA,7.642,9.2,9.3,7.5,5.885999999999996,7.2,7.0,5.7,8.8,7.917,5.0,-2,Moderada
2022,RA-60,2021,5,Fase 5,18,Feminino,Escola Pública,QUARTZO,5.537,6.7,6.0,7.5,4.535999999999998,4.9,5.0,6.2,3.5,6.167,2.5,-3,Severa
2022,RA-61,2021,5,Fase 5,15,Masculino,Escola Pública,AMETISTA,7.533,9.2,7.4,7.5,6.479999999999997,5.8,1.7,6.3,9.3,7.875,10.0,0,Em fase
2022,RA-62,2022,5,Fase 5,17,Masculino,Escola Pública,AMETISTA,7.891,8.8,9.4,7.5,5.709999999999997,9.3,8.5,10.0,,7.25,5.0,-2,Moderada
2022,RA-63,2018,5,Fase 5,16,Masculino,Rede Decisão,TOPAZIO,8.282,8.3,9.1,8.8,6.285999999999996,8.7,8.2,8.2,9.7,9.417,5.0,-1,Moderada
2022,RA-64,2019,5,Fase 5,16,Masculino,Escola Pública,AMETISTA,7.368,7.1,8.1,8.1,5.779999999999994,7.5,4.8,8.2,9.4,8.25,5.0,-1,Moderada
2022,RA-65,2022,5,Fase 5,17,Feminino,Escola Pública,AMETISTA,7.712,8.3,7.7,7.5,6.569999999999991,9.3,9.0,9.5,9.5,7.875,5.0,-2,Moderada
2022,RA-66,2022,5,Fase 5,17,Feminino,Escola Pública,QUARTZO,5.665,7.5,5.6,7.5,4.616000000000007,4.5,3.0,6.0,,5.917,5.0,-2,Moderada
2022,RA-67,2019,5,Fase 5,16,Feminino,Escola Pública,QUARTZO,5.195,5.8,3.0,7.5,6.6719999999999935,3.6,3.0,4.2,3.5,6.889,5.0,-1,Moderada
2022,RA-68,2019,5,Fase 5,16,Masculino,Escola Pública,AGATA,6.438,8.3,6.0,7.5,7.691999999999997,4.0,4.7,4.8,2.7,7.944,5.0,-1,Moderada
2022,RA-69,2018,5,Fase 5,16,Masculino,Escola Pública,QUARTZO,5.718,8.3,6.1,7.5,6.8459999999999965,2.5,4.7,2.6,0.3,6.167,5.0,-1,Moderada
2022,RA-70,2017,5,Fase 5,16,Feminino,Escola Pública,QUARTZO,5.712,8.8,6.6,5.0,7.097999999999995,2.9,5.7,2.9,0.2,6.111,5.0,-1,Moderada
2022,RA-71,2019,5,Fase 5,17,Feminino,Escola Pública,QUARTZO,4.332,7.9,2.0,7.5,4.853999999999994,1.2,1.3,2.2,0.0,5.833,5.0,-2,Moderada
2022,RA-72,2022,5,Fase 5,17,Feminino,Escola Pública,AMETISTA,7.64,8.3,7.5,7.5,7.665999999999995,7.8,7.5,7.8,8.0,8.667,5.0,-2,Moderada
2022,RA-73,2022,5,Fase 5,17,Feminino,Escola Pública,QUARTZO,5.271,7.1,3.0,7.5,5.953999999999997,3.3,4.5,3.0,2.3,7.278,5.0,-2,Moderada
2022,RA-74,2022,5,Fase 5,16,Masculino,Escola Pública,QUARTZO,4.989,9.6,3.3,7.5,5.523999999999996,2.0,6.0,0.0,0.0,5.833,5.0,-1,Moderada
2022,RA-75,2022,5,Fase 5,16,Feminino,Escola Pública,QUARTZO,3.915,5.4,3.8,6.3,5.599999999999996,0.0,0.0,0.0,,4.625,5.0,-1,Moderada
2022,RA-76,2017,5,Fase 5,15,Feminino,Rede Decisão,TOPAZIO,9.105,10.0,9.1,8.1,8.765999999999998,8.7,9.3,8.3,8.4,9.292,10.0,0,Em fase
2022,RA-77,2019,5,Fase 5,16,Masculino,Escola Pública,QUARTZO,3.846,7.1,2.7,5.0,5.309999999999997,0.7,0.3,1.8,0.0,4.625,5.0,-1,Moderada
2022,RA-78,2018,5,Fase 5,17,Masculino,Rede Decisão,AMETISTA,7.04,8.3,6.6,5.6,7.9,7.2,8.7,5.7,7.3,8.0,5.0,-2,Moderada
2022,RA-79,2018,5,Fase 5,16,Feminino,Rede Decisão,AGATA,6.847,5.4,6.3,5.6,7.486000000000006,8.9,9.5,7.7,9.5,7.292,5.0,-1,Moderada
2022,RA-80,2017,5,Fase 5,16,Feminino,Rede Decisão,AMETISTA,7.29,9.2,8.3,5.0,7.649999999999997,7.1,6.5,7.7,7.3,7.625,5.0,-1,Moderada
2022,RA-81,2017,5,Fase 5,14,Feminino,Rede Decisão,AMETISTA,7.675,9.2,9.2,5.0,7.233999999999998,6.0,5.5,5.2,7.3,7.458,10.0,1,Em fase
2022,RA-82,2022,5,Fase 5,17,Feminino,Escola Pública,AGATA,6.596,8.8,6.8,7.5,7.225999999999999,5.5,6.0,5.0,,6.417,5.0,-2,Moderada
2022,RA-83,2022,5,Fase 5,17,Feminino,Escola Pública,AGATA,6.671,7.9,6.8,7.5,7.194000000000003,6.8,6.0,7.5,,5.958,5.0,-2,Moderada
2022,RA-84,2018,5,Fase 5,17,Feminino,Rede Decisão,AGATA,6.682,7.1,8.8,5.0,7.02,5.8,5.7,6.5,5.2,6.75,5.0,-2,Moderada
2022,RA-85,2022,5,Fase 5,15,Masculino,Escola Pública,AGATA,6.243,6.7,7.3,5.0,5.8640000000000025,4.3,5.0,3.5,,5.833,10.0,0,Em fase
2022,RA-86,2016,5,Fase 5,16,Masculino,Rede Decisão,AMETISTA,7.566,7.5,9.6,5.6,8.044000000000002,6.7,6.2,7.2,6.9,8.458,5.0,-1,Moderada
2022,RA-87,2021,5,Fase 5,15,Masculino,Rede Decisão,TOPAZIO,8.712,8.3,9.6,7.5,7.519999999999998,8.8,8.3,8.0,10.0,8.5,10.0,0,Em fase
2022,RA-88,2021,5,Fase 5,17,Masculino,Escola Pública,AMETISTA,7.498,7.1,9.2,5.6,7.464000000000004,6.5,6.8,6.2,6.4,9.208,5.0,-2,Moderada
2022,RA-89,2021,5,Fase 5,16,Masculino,Escola Pública,AMETISTA,7.323,9.6,7.8,7.5,7.729999999999997,5.9,7.5,5.7,4.7,8.0,5.0,-1,Moderada
2022,RA-90,2019,5,Fase 5,13,Feminino,Rede Decisão,TOPAZIO,9.442,10.0,9.7,9.4,9.11999999999999,8.5,7.7,8.0,9.8,9.75,10.0,2,Em fase
2022,RA-91,2016,5,Fase 5,16,Feminino,Rede Decisão,AGATA,6.645,9.2,5.7,5.6,7.8000000000000025,6.6,5.5,5.7,8.5,7.125,5.0,-1,Moderada
2022,RA-92,2016,5,Fase 5,16,Feminino,Rede Decisão,AGATA,6.957,9.2,7.1,5.0,8.035999999999994,7.4,7.8,5.5,8.8,6.667,5.0,-1,Moderada
2022,RA-93,2016,5,Fase 5,15,Feminino,Rede Decisão,TOPAZIO,8.941,8.3,9.7,8.1,8.443999999999985,8.5,8.8,8.3,8.4,9.083,10.0,0,Em fase
2022,RA-94,2018,5,Fase 5,15,Feminino,Rede Decisão,TOPAZIO,8.921,8.3,9.6,8.1,9.04399999999999,7.7,7.0,6.7,9.5,9.583,10.0,0,Em fase
2022,RA-95,2022,5,Fase 5,17,Feminino,Escola Pública,AGATA,6.308,8.3,6.6,7.5,6.8959999999999955,4.8,6.0,8.0,0.5,6.292,5.0,-2,Moderada
2022,RA-96,2021,5,Fase 5,16,Masculino,Escola Pública,AMETISTA,7.54,9.2,7.8,6.9,8.299999999999992,6.7,5.7,6.5,8.0,8.5,5.0,-1,Moderada
2022,RA-97,2017,5,Fase 5,15,Feminino,Rede Decisão,AMETISTA,7.468,7.5,8.8,5.0,8.195999999999994,6.9,5.3,6.7,8.8,6.292,10.0,0,Em fase
2022,RA-98,2017,5,Fase 5,15,Feminino,Rede Decisão,TOPAZIO,9.354,8.8,10.0,9.4,9.00599999999999,8.5,8.4,8.2,8.9,9.667,10.0,0,Em fase
2022,RA-99,2019,5,Fase 5,16,Masculino,Escola Pública,AGATA,6.158,8.8,6.3,7.5,6.014000000000008,5.0,5.7,3.4,5.8,5.833,5.0,-1,Moderada
2022,RA-100,2019,4,Fase 4,13,Feminino,Rede Decisão,AMETISTA,7.618,8.8,7.8,5.0,7.080000000000002,7.6,7.0,7.8,8.1,7.25,10.0,1,Em fase
2022,RA-101,2021,4,Fase 4,15,Feminino,Escola Pública,AMETISTA,7.305,7.9,8.3,7.5,7.18399999999999,7.6,7.2,6.5,9.2,6.833,5.0,-1,Moderada
2022,RA-102,2019,4,Fase 4,14,Masculino,Escola Pública,AGATA,6.922,6.7,7.7,6.9,6.819999999999986,5.7,4.7,6.8,5.5,6.0,10.0,0,Em fase
2022,RA-103,2020,4,Fase 4,13,Feminino,Rede Decisão,TOPAZIO,8.107,7.9,8.7,7.5,8.253999999999992,7.3,7.3,7.3,7.3,7.708,10.0,1,Em fase
2022,RA-104,2022,4,Fase 4,18,Masculino,Escola Pública,AGATA,6.315,7.9,8.7,7.5,7.034000000000011,3.7,4.8,5.8,0.3,6.708,2.5,-4,Severa
2022,RA-105,2016,4,Fase 4,17,Masculino,Rede Decisão,AGATA,6.846,7.9,8.2,5.6,7.826000000000004,6.7,7.2,6.2,6.8,7.417,2.5,-3,Severa
2022,RA-106,2016,4,Fase 4,15,Feminino,Rede Decisão,AMETISTA,7.973,9.2,8.0,9.4,8.579999999999997,7.4,7.8,7.2,7.2,8.375,5.0,-1,Moderada
2022,RA-107,2018,4,Fase 4,15,Feminino,Escola Pública,AGATA,6.258,7.5,6.4,7.5,7.58,4.6,3.3,4.3,6.0,6.5,5.0,-1,Moderada
2022,RA-108,2019,4,Fase 4,17,Feminino,Escola Pública,QUARTZO,5.547,4.6,7.7,5.0,5.720000000000001,5.0,3.0,5.8,6.2,6.125,2.5,-3,Severa
2022,RA-109,2021,4,Fase 4,16,Masculino,Rede Decisão,TOPAZIO,8.512,8.8,10.0,8.8,8.386000000000013,8.4,7.8,7.5,9.9,8.667,5.0,-2,Moderada
2022,RA-110,2017,4,Fase 4,14,Masculino,Rede Decisão,TOPAZIO,8.15,9.2,9.7,5.6,7.900000000000009,6.7,8.3,5.7,6.0,8.0,10.0,0,Em fase
2022,RA-111,2020,4,Fase 4,13,Feminino,Rede Decisão,TOPAZIO,8.646,7.5,9.4,8.1,8.726000000000003,8.0,6.7,7.5,9.7,8.667,10.0,1,Em fase
2022,RA-112,2016,4,Fase 4,15,Feminino,Rede Decisão,AMETISTA,7.836,7.9,7.8,6.3,8.893999999999993,8.5,9.0,7.5,9.1,8.833,5.0,-1,Moderada
2022,RA-113,2017,4,Fase 4,15,Feminino,Rede Decisão,QUARTZO,3.032,0.0,0.0,5.0,5.3359999999999985,3.7,3.3,5.5,2.3,3.792,5.0,-1,Moderada
2022,RA-114,2022,4,Fase 4,16,Masculino,Escola Pública,QUARTZO,5.894,7.9,6.3,7.5,5.339999999999998,5.3,6.0,4.5,,5.0,5.0,-2,Moderada
2022,RA-115,2019,4,Fase 4,16,Feminino,Escola Pública,QUARTZO,5.886,8.3,6.8,6.3,6.894,3.8,3.0,5.7,2.7,5.583,5.0,-2,Moderada
2022,RA-116,2019,4,Fase 4,16,Feminino,Escola Pública,AGATA,6.854,5.8,8.1,6.3,7.855999999999996,5.9,5.0,7.2,5.5,7.792,5.0,-2,Moderada
2022,RA-117,2022,4,Fase 4,15,Feminino,Escola Pública,AGATA,6.685,7.9,6.3,6.9,7.4159999999999915,6.1,4.7,6.7,7.0,7.417,5.0,-1,Moderada
2022,RA-118,2021,4,Fase 4,14,Feminino,Escola Pública,QUARTZO,5.597,0.0,5.3,6.3,7.354000000000003,3.9,3.7,4.7,3.5,6.958,10.0,0,Em fase
2022,RA-119,2016,4,Fase 4,14,Feminino,Rede Decisão,AMETISTA,7.501,8.3,8.2,5.6,8.160000000000007,5.4,5.7,7.0,3.4,7.875,10.0,0,Em fase
2022,RA-120,2019,4,Fase 4,15,Masculino,Escola Pública,AGATA,6.825,8.3,5.9,7.5,7.915999999999999,6.2,3.7,5.2,9.7,7.667,5.0,-1,Moderada
2022,RA-121,2021,4,Fase 4,16,Feminino,Escola Pública,AMETISTA,7.245,7.1,8.4,6.3,7.599999999999998,7.2,5.7,6.8,9.0,7.625,5.0,-2,Moderada
2022,RA-122,2019,4,Fase 4,14,Feminino,Escola Pública,QUARTZO,5.061,7.9,3.4,7.5,4.893999999999998,1.8,1.7,3.7,0.0,4.958,10.0,0,Em fase
2022,RA-123,2017,4,Fase 4,16,Masculino,Rede Decisão,AMETISTA,7.084,7.9,8.6,5.6,7.555999999999994,6.5,7.3,6.3,5.9,7.292,5.0,-2,Moderada
2022,RA-124,2016,4,Fase 4,14,Masculino,Rede Decisão,AMETISTA,7.388,7.9,7.8,5.0,7.646000000000006,6.7,5.7,7.0,7.5,7.167,10.0,0,Em fase
2022,RA-125,2022,4,Fase 4,15,Feminino,Escola Pública,AMETISTA,7.619,8.8,8.5,7.5,8.19,7.1,5.0,7.2,9.2,7.75,5.0,-1,Moderada
2022,RA-126,2018,4,Fase 4,15,Masculino,Escola Pública,AGATA,6.289,7.1,5.8,7.5,8.056000000000001,4.4,4.0,5.0,4.2,7.417,5.0,-1,Moderada
2022,RA-127,2022,4,Fase 4,14,Feminino,Escola Pública,TOPAZIO,8.283,7.5,8.7,7.5,8.379999999999992,7.9,7.7,7.7,8.3,8.125,10.0,0,Em fase
2022,RA-128,2019,4,Fase 4,15,Masculino,Escola Pública,QUARTZO,5.563,0.0,6.2,7.5,7.195999999999989,5.6,6.7,6.8,3.2,6.167,5.0,-1,Moderada
2022,RA-129,2019,4,Fase 4,15,Masculino,Escola Pública,AGATA,6.926,6.7,6.4,7.5,8.276000000000003,6.7,6.0,5.3,8.7,7.792,5.0,-1,Moderada
2022,RA-130,2018,4,Fase 4,16,Feminino,Escola Pública,QUARTZO,5.624,8.3,4.7,5.0,7.34,4.1,3.7,5.2,3.5,6.5,5.0,-2,Moderada
2022,RA-131,2016,4,Fase 4,15,Feminino,Escola Pública,AMETISTA,7.174,8.8,9.0,5.6,7.640000000000011,5.6,6.0,6.5,4.2,7.75,5.0,-1,Moderada
2022,RA-132,2019,4,Fase 4,14,Feminino,Rede Decisão,TOPAZIO,8.355,10.0,8.8,5.6,8.033999999999999,7.7,6.5,7.5,9.1,8.458,10.0,0,Em fase
2022,RA-133,2016,4,Fase 4,15,Feminino,Escola Pública,AGATA,6.875,7.9,7.1,7.5,7.699999999999996,5.6,4.7,7.2,5.0,7.625,5.0,-1,Moderada
2022,RA-134,2021,4,Fase 4,15,Feminino,Escola Pública,AGATA,6.607,8.8,6.8,7.5,7.0200000000000085,4.7,4.7,6.8,2.5,7.375,5.0,-1,Moderada
2022,RA-135,2019,4,Fase 4,15,Feminino,Escola Pública,AMETISTA,7.692,8.3,7.8,5.6,8.054000000000006,8.6,8.0,8.2,9.5,8.583,5.0,-1,Moderada
2022,RA-136,2019,4,Fase 4,15,Masculino,Escola Pública,AGATA,6.478,10.0,6.3,7.5,7.145999999999999,4.6,5.3,5.7,2.8,6.667,5.0,-1,Moderada
2022,RA-137,2016,4,Fase 4,17,Feminino,Rede Decisão,AMETISTA,7.056,7.5,8.9,5.0,7.5760000000000005,7.3,6.0,7.3,8.5,7.792,2.5,-3,Severa
2022,RA-138,2016,4,Fase 4,15,Masculino,Escola Pública,AGATA,6.738,9.6,8.0,5.6,7.2300000000000075,5.6,5.0,6.5,5.2,6.375,5.0,-1,Moderada
2022,RA-139,2019,4,Fase 4,17,Masculino,Escola Pública,QUARTZO,3.738,7.1,3.5,5.0,5.146000000000002,1.4,1.7,2.7,0.0,3.917,2.5,-3,Severa
2022,RA-140,2021,4,Fase 4,14,Feminino,Escola Pública,AMETISTA,7.407,7.9,7.6,6.9,7.335999999999991,5.7,5.0,6.5,5.6,7.667,10.0,0,Em fase
2022,RA-141,2017,4,Fase 4,14,Masculino,Escola Pública,AMETISTA,7.118,9.2,8.2,5.6,6.7460000000000075,5.7,5.8,6.2,5.0,5.917,10.0,0,Em fase
2022,RA-142,2021,4,Fase 4,14,Feminino,Escola Pública,AMETISTA,7.457,6.7,8.6,5.6,7.304000000000004,6.3,6.0,6.8,6.0,7.583,10.0,0,Em fase
2022,RA-143,2019,4,Fase 4,13,Masculino,Rede Decisão,TOPAZIO,8.638,8.3,9.9,5.6,7.879999999999994,7.9,9.7,7.7,6.4,9.5,10.0,1,Em fase
2022,RA-144,2017,4,Fase 4,14,Feminino,Rede Decisão,TOPAZIO,8.181,7.5,9.3,5.0,8.325999999999985,7.9,7.5,7.2,9.0,8.292,10.0,0,Em fase
2022,RA-145,2017,4,Fase 4,16,Masculino,Escola Pública,QUARTZO,5.846,0.0,6.3,8.1,7.859999999999996,5.2,3.0,4.8,7.8,7.25,5.0,-2,Moderada
